epoch;lr;iou;obj;cls;total;map05;person_ap05;bicycle_ap05;car_ap05;motorcycle_ap05;airplane_ap05;bus_ap05;train_ap05;truck_ap05;boat_ap05;traffic light_ap05;fire hydrant_ap05;stop sign_ap05;parking meter_ap05;bench_ap05;bird_ap05;cat_ap05;dog_ap05;horse_ap05;sheep_ap05;cow_ap05;elephant_ap05;bear_ap05;zebra_ap05;giraffe_ap05;backpack_ap05;umbrella_ap05;handbag_ap05;tie_ap05;suitcase_ap05;frisbee_ap05;skis_ap05;snowboard_ap05;sports ball_ap05;kite_ap05;baseball bat_ap05;baseball glove_ap05;skateboard_ap05;surfboard_ap05;tennis racket_ap05;bottle_ap05;wine glass_ap05;cup_ap05;fork_ap05;knife_ap05;spoon_ap05;bowl_ap05;banana_ap05;apple_ap05;sandwich_ap05;orange_ap05;broccoli_ap05;carrot_ap05;hot dog_ap05;pizza_ap05;donut_ap05;cake_ap05;chair_ap05;couch_ap05;potted plant_ap05;bed_ap05;dining table_ap05;toilet_ap05;tv_ap05;laptop_ap05;mouse_ap05;remote_ap05;keyboard_ap05;cell phone_ap05;microwave_ap05;oven_ap05;toaster_ap05;sink_ap05;refrigerator_ap05;book_ap05;clock_ap05;vase_ap05;scissors_ap05;teddy bear_ap05;hair drier_ap05;toothbrush_ap05;robot_ap05;turret_ap05;obstacle_ap05
10;0.0001;0.2807442843914032;0.007550731301307678;1.0007206201553345;3.3674864768981934;0.2258906823050268;0.40057501058815337;0.15100311171027112;0.1805734034652706;0.29755671999771305;0.5505685948743491;0.5313485730465212;0.48289313078136786;0.11503496698192389;0.12810084033804237;0.11632543590677027;0.5074590498841143;0.41103937967538795;0.24868957483983692;0.10407820488935006;0.11596887135544634;0.43243152663884477;0.26930225676881053;0.2469225351531137;0.2700419874175526;0.3219546460557594;0.5017811130121979;0.5231023102310232;0.6101890512177451;0.5279839638148133;0.025207773350627384;0.2162170915299552;0.001107967939651108;0.09360931118967183;0.03735751679619187;0.16847520337668237;0.0840803678431783;0.05720572057205719;0.12125271093727856;0.23850641991258995;0.05198333518730239;0.11598435908014577;0.21258440246489263;0.12842188720677417;0.21245461068871663;0.041333020185567594;0.04927827947629928;0.0870071117250365;0.014463296060533926;0.010105626035645068;0.006684817504453979;0.12887585380766073;0.1473368606569725;0.02789322864626984;0.12314992902734928;0.07603460272571548;0.17621133200836897;0.10024208387372671;0.04207920792079208;0.3237729888561125;0.19348192703040415;0.1491820588443691;0.04897794697795468;0.26736526177073183;0.08486047578173772;0.33759001608171085;0.13557087512634286;0.3049595397837758;0.22916647488383457;0.3682751826595355;0.21755948175693407;0.012017978556211905;0.34141297849450775;0.16002204502284104;0.27410357010246184;0.31434458356081824;0.0;0.10343634419836666;0.3072629439411813;0.021086472533442664;0.32446500525580263;0.0826246494785533;0.030684149496030683;0.24641312007511806;0.0;0.09702970297029703;0.9714426119136563;0.9821019765737685;0.9796480832162345
11;0.0001;0.2911621034145355;0.0073885489255189896;0.9163289666175842;3.363842487335205;0.2258906823050268;0.40057501058815337;0.15100311171027112;0.1805734034652706;0.29755671999771305;0.5505685948743491;0.5313485730465212;0.48289313078136786;0.11503496698192389;0.12810084033804237;0.11632543590677027;0.5074590498841143;0.41103937967538795;0.24868957483983692;0.10407820488935006;0.11596887135544634;0.43243152663884477;0.26930225676881053;0.2469225351531137;0.2700419874175526;0.3219546460557594;0.5017811130121979;0.5231023102310232;0.6101890512177451;0.5279839638148133;0.025207773350627384;0.2162170915299552;0.001107967939651108;0.09360931118967183;0.03735751679619187;0.16847520337668237;0.0840803678431783;0.05720572057205719;0.12125271093727856;0.23850641991258995;0.05198333518730239;0.11598435908014577;0.21258440246489263;0.12842188720677417;0.21245461068871663;0.041333020185567594;0.04927827947629928;0.0870071117250365;0.014463296060533926;0.010105626035645068;0.006684817504453979;0.12887585380766073;0.1473368606569725;0.02789322864626984;0.12314992902734928;0.07603460272571548;0.17621133200836897;0.10024208387372671;0.04207920792079208;0.3237729888561125;0.19348192703040415;0.1491820588443691;0.04897794697795468;0.26736526177073183;0.08486047578173772;0.33759001608171085;0.13557087512634286;0.3049595397837758;0.22916647488383457;0.3682751826595355;0.21755948175693407;0.012017978556211905;0.34141297849450775;0.16002204502284104;0.27410357010246184;0.31434458356081824;0.0;0.10343634419836666;0.3072629439411813;0.021086472533442664;0.32446500525580263;0.0826246494785533;0.030684149496030683;0.24641312007511806;0.0;0.09702970297029703;0.9714426119136563;0.9821019765737685;0.9796480832162345
12;0.0001;0.2866908311843872;0.007992551662027836;1.273041009902954;3.694448471069336;0.2258906823050268;0.40057501058815337;0.15100311171027112;0.1805734034652706;0.29755671999771305;0.5505685948743491;0.5313485730465212;0.48289313078136786;0.11503496698192389;0.12810084033804237;0.11632543590677027;0.5074590498841143;0.41103937967538795;0.24868957483983692;0.10407820488935006;0.11596887135544634;0.43243152663884477;0.26930225676881053;0.2469225351531137;0.2700419874175526;0.3219546460557594;0.5017811130121979;0.5231023102310232;0.6101890512177451;0.5279839638148133;0.025207773350627384;0.2162170915299552;0.001107967939651108;0.09360931118967183;0.03735751679619187;0.16847520337668237;0.0840803678431783;0.05720572057205719;0.12125271093727856;0.23850641991258995;0.05198333518730239;0.11598435908014577;0.21258440246489263;0.12842188720677417;0.21245461068871663;0.041333020185567594;0.04927827947629928;0.0870071117250365;0.014463296060533926;0.010105626035645068;0.006684817504453979;0.12887585380766073;0.1473368606569725;0.02789322864626984;0.12314992902734928;0.07603460272571548;0.17621133200836897;0.10024208387372671;0.04207920792079208;0.3237729888561125;0.19348192703040415;0.1491820588443691;0.04897794697795468;0.26736526177073183;0.08486047578173772;0.33759001608171085;0.13557087512634286;0.3049595397837758;0.22916647488383457;0.3682751826595355;0.21755948175693407;0.012017978556211905;0.34141297849450775;0.16002204502284104;0.27410357010246184;0.31434458356081824;0.0;0.10343634419836666;0.3072629439411813;0.021086472533442664;0.32446500525580263;0.0826246494785533;0.030684149496030683;0.24641312007511806;0.0;0.09702970297029703;0.9714426119136563;0.9821019765737685;0.9796480832162345
13;0.0001;0.27903836965560913;0.0070286644622683525;1.0427225828170776;3.38748836517334;0.2258906823050268;0.40057501058815337;0.15100311171027112;0.1805734034652706;0.29755671999771305;0.5505685948743491;0.5313485730465212;0.48289313078136786;0.11503496698192389;0.12810084033804237;0.11632543590677027;0.5074590498841143;0.41103937967538795;0.24868957483983692;0.10407820488935006;0.11596887135544634;0.43243152663884477;0.26930225676881053;0.2469225351531137;0.2700419874175526;0.3219546460557594;0.5017811130121979;0.5231023102310232;0.6101890512177451;0.5279839638148133;0.025207773350627384;0.2162170915299552;0.001107967939651108;0.09360931118967183;0.03735751679619187;0.16847520337668237;0.0840803678431783;0.05720572057205719;0.12125271093727856;0.23850641991258995;0.05198333518730239;0.11598435908014577;0.21258440246489263;0.12842188720677417;0.21245461068871663;0.041333020185567594;0.04927827947629928;0.0870071117250365;0.014463296060533926;0.010105626035645068;0.006684817504453979;0.12887585380766073;0.1473368606569725;0.02789322864626984;0.12314992902734928;0.07603460272571548;0.17621133200836897;0.10024208387372671;0.04207920792079208;0.3237729888561125;0.19348192703040415;0.1491820588443691;0.04897794697795468;0.26736526177073183;0.08486047578173772;0.33759001608171085;0.13557087512634286;0.3049595397837758;0.22916647488383457;0.3682751826595355;0.21755948175693407;0.012017978556211905;0.34141297849450775;0.16002204502284104;0.27410357010246184;0.31434458356081824;0.0;0.10343634419836666;0.3072629439411813;0.021086472533442664;0.32446500525580263;0.0826246494785533;0.030684149496030683;0.24641312007511806;0.0;0.09702970297029703;0.9714426119136563;0.9821019765737685;0.9796480832162345
14;0.0001;0.3416045010089874;0.006761377211660147;1.2757017612457275;4.116719722747803;0.2258906823050268;0.40057501058815337;0.15100311171027112;0.1805734034652706;0.29755671999771305;0.5505685948743491;0.5313485730465212;0.48289313078136786;0.11503496698192389;0.12810084033804237;0.11632543590677027;0.5074590498841143;0.41103937967538795;0.24868957483983692;0.10407820488935006;0.11596887135544634;0.43243152663884477;0.26930225676881053;0.2469225351531137;0.2700419874175526;0.3219546460557594;0.5017811130121979;0.5231023102310232;0.6101890512177451;0.5279839638148133;0.025207773350627384;0.2162170915299552;0.001107967939651108;0.09360931118967183;0.03735751679619187;0.16847520337668237;0.0840803678431783;0.05720572057205719;0.12125271093727856;0.23850641991258995;0.05198333518730239;0.11598435908014577;0.21258440246489263;0.12842188720677417;0.21245461068871663;0.041333020185567594;0.04927827947629928;0.0870071117250365;0.014463296060533926;0.010105626035645068;0.006684817504453979;0.12887585380766073;0.1473368606569725;0.02789322864626984;0.12314992902734928;0.07603460272571548;0.17621133200836897;0.10024208387372671;0.04207920792079208;0.3237729888561125;0.19348192703040415;0.1491820588443691;0.04897794697795468;0.26736526177073183;0.08486047578173772;0.33759001608171085;0.13557087512634286;0.3049595397837758;0.22916647488383457;0.3682751826595355;0.21755948175693407;0.012017978556211905;0.34141297849450775;0.16002204502284104;0.27410357010246184;0.31434458356081824;0.0;0.10343634419836666;0.3072629439411813;0.021086472533442664;0.32446500525580263;0.0826246494785533;0.030684149496030683;0.24641312007511806;0.0;0.09702970297029703;0.9714426119136563;0.9821019765737685;0.9796480832162345
15;0.0001;0.2940637469291687;0.006056193262338638;1.0040403604507446;3.453449249267578;0.2258906823050268;0.40057501058815337;0.15100311171027112;0.1805734034652706;0.29755671999771305;0.5505685948743491;0.5313485730465212;0.48289313078136786;0.11503496698192389;0.12810084033804237;0.11632543590677027;0.5074590498841143;0.41103937967538795;0.24868957483983692;0.10407820488935006;0.11596887135544634;0.43243152663884477;0.26930225676881053;0.2469225351531137;0.2700419874175526;0.3219546460557594;0.5017811130121979;0.5231023102310232;0.6101890512177451;0.5279839638148133;0.025207773350627384;0.2162170915299552;0.001107967939651108;0.09360931118967183;0.03735751679619187;0.16847520337668237;0.0840803678431783;0.05720572057205719;0.12125271093727856;0.23850641991258995;0.05198333518730239;0.11598435908014577;0.21258440246489263;0.12842188720677417;0.21245461068871663;0.041333020185567594;0.04927827947629928;0.0870071117250365;0.014463296060533926;0.010105626035645068;0.006684817504453979;0.12887585380766073;0.1473368606569725;0.02789322864626984;0.12314992902734928;0.07603460272571548;0.17621133200836897;0.10024208387372671;0.04207920792079208;0.3237729888561125;0.19348192703040415;0.1491820588443691;0.04897794697795468;0.26736526177073183;0.08486047578173772;0.33759001608171085;0.13557087512634286;0.3049595397837758;0.22916647488383457;0.3682751826595355;0.21755948175693407;0.012017978556211905;0.34141297849450775;0.16002204502284104;0.27410357010246184;0.31434458356081824;0.0;0.10343634419836666;0.3072629439411813;0.021086472533442664;0.32446500525580263;0.0826246494785533;0.030684149496030683;0.24641312007511806;0.0;0.09702970297029703;0.9714426119136563;0.9821019765737685;0.9796480832162345
16;0.0001;0.3407222032546997;0.006923004053533077;1.20383882522583;4.040384292602539;0.2258906823050268;0.40057501058815337;0.15100311171027112;0.1805734034652706;0.29755671999771305;0.5505685948743491;0.5313485730465212;0.48289313078136786;0.11503496698192389;0.12810084033804237;0.11632543590677027;0.5074590498841143;0.41103937967538795;0.24868957483983692;0.10407820488935006;0.11596887135544634;0.43243152663884477;0.26930225676881053;0.2469225351531137;0.2700419874175526;0.3219546460557594;0.5017811130121979;0.5231023102310232;0.6101890512177451;0.5279839638148133;0.025207773350627384;0.2162170915299552;0.001107967939651108;0.09360931118967183;0.03735751679619187;0.16847520337668237;0.0840803678431783;0.05720572057205719;0.12125271093727856;0.23850641991258995;0.05198333518730239;0.11598435908014577;0.21258440246489263;0.12842188720677417;0.21245461068871663;0.041333020185567594;0.04927827947629928;0.0870071117250365;0.014463296060533926;0.010105626035645068;0.006684817504453979;0.12887585380766073;0.1473368606569725;0.02789322864626984;0.12314992902734928;0.07603460272571548;0.17621133200836897;0.10024208387372671;0.04207920792079208;0.3237729888561125;0.19348192703040415;0.1491820588443691;0.04897794697795468;0.26736526177073183;0.08486047578173772;0.33759001608171085;0.13557087512634286;0.3049595397837758;0.22916647488383457;0.3682751826595355;0.21755948175693407;0.012017978556211905;0.34141297849450775;0.16002204502284104;0.27410357010246184;0.31434458356081824;0.0;0.10343634419836666;0.3072629439411813;0.021086472533442664;0.32446500525580263;0.0826246494785533;0.030684149496030683;0.24641312007511806;0.0;0.09702970297029703;0.9714426119136563;0.9821019765737685;0.9796480832162345
17;0.0001;0.2748241722583771;0.008240125142037868;1.0475422143936157;3.3779773712158203;0.2258906823050268;0.40057501058815337;0.15100311171027112;0.1805734034652706;0.29755671999771305;0.5505685948743491;0.5313485730465212;0.48289313078136786;0.11503496698192389;0.12810084033804237;0.11632543590677027;0.5074590498841143;0.41103937967538795;0.24868957483983692;0.10407820488935006;0.11596887135544634;0.43243152663884477;0.26930225676881053;0.2469225351531137;0.2700419874175526;0.3219546460557594;0.5017811130121979;0.5231023102310232;0.6101890512177451;0.5279839638148133;0.025207773350627384;0.2162170915299552;0.001107967939651108;0.09360931118967183;0.03735751679619187;0.16847520337668237;0.0840803678431783;0.05720572057205719;0.12125271093727856;0.23850641991258995;0.05198333518730239;0.11598435908014577;0.21258440246489263;0.12842188720677417;0.21245461068871663;0.041333020185567594;0.04927827947629928;0.0870071117250365;0.014463296060533926;0.010105626035645068;0.006684817504453979;0.12887585380766073;0.1473368606569725;0.02789322864626984;0.12314992902734928;0.07603460272571548;0.17621133200836897;0.10024208387372671;0.04207920792079208;0.3237729888561125;0.19348192703040415;0.1491820588443691;0.04897794697795468;0.26736526177073183;0.08486047578173772;0.33759001608171085;0.13557087512634286;0.3049595397837758;0.22916647488383457;0.3682751826595355;0.21755948175693407;0.012017978556211905;0.34141297849450775;0.16002204502284104;0.27410357010246184;0.31434458356081824;0.0;0.10343634419836666;0.3072629439411813;0.021086472533442664;0.32446500525580263;0.0826246494785533;0.030684149496030683;0.24641312007511806;0.0;0.09702970297029703;0.9714426119136563;0.9821019765737685;0.9796480832162345
18;0.0001;0.30419889092445374;0.00751108443364501;1.121335506439209;3.6751039028167725;0.2258906823050268;0.40057501058815337;0.15100311171027112;0.1805734034652706;0.29755671999771305;0.5505685948743491;0.5313485730465212;0.48289313078136786;0.11503496698192389;0.12810084033804237;0.11632543590677027;0.5074590498841143;0.41103937967538795;0.24868957483983692;0.10407820488935006;0.11596887135544634;0.43243152663884477;0.26930225676881053;0.2469225351531137;0.2700419874175526;0.3219546460557594;0.5017811130121979;0.5231023102310232;0.6101890512177451;0.5279839638148133;0.025207773350627384;0.2162170915299552;0.001107967939651108;0.09360931118967183;0.03735751679619187;0.16847520337668237;0.0840803678431783;0.05720572057205719;0.12125271093727856;0.23850641991258995;0.05198333518730239;0.11598435908014577;0.21258440246489263;0.12842188720677417;0.21245461068871663;0.041333020185567594;0.04927827947629928;0.0870071117250365;0.014463296060533926;0.010105626035645068;0.006684817504453979;0.12887585380766073;0.1473368606569725;0.02789322864626984;0.12314992902734928;0.07603460272571548;0.17621133200836897;0.10024208387372671;0.04207920792079208;0.3237729888561125;0.19348192703040415;0.1491820588443691;0.04897794697795468;0.26736526177073183;0.08486047578173772;0.33759001608171085;0.13557087512634286;0.3049595397837758;0.22916647488383457;0.3682751826595355;0.21755948175693407;0.012017978556211905;0.34141297849450775;0.16002204502284104;0.27410357010246184;0.31434458356081824;0.0;0.10343634419836666;0.3072629439411813;0.021086472533442664;0.32446500525580263;0.0826246494785533;0.030684149496030683;0.24641312007511806;0.0;0.09702970297029703;0.9714426119136563;0.9821019765737685;0.9796480832162345
19;0.0001;0.30846235156059265;0.008006591349840164;1.036340594291687;3.6321449279785156;0.2258906823050268;0.40057501058815337;0.15100311171027112;0.1805734034652706;0.29755671999771305;0.5505685948743491;0.5313485730465212;0.48289313078136786;0.11503496698192389;0.12810084033804237;0.11632543590677027;0.5074590498841143;0.41103937967538795;0.24868957483983692;0.10407820488935006;0.11596887135544634;0.43243152663884477;0.26930225676881053;0.2469225351531137;0.2700419874175526;0.3219546460557594;0.5017811130121979;0.5231023102310232;0.6101890512177451;0.5279839638148133;0.025207773350627384;0.2162170915299552;0.001107967939651108;0.09360931118967183;0.03735751679619187;0.16847520337668237;0.0840803678431783;0.05720572057205719;0.12125271093727856;0.23850641991258995;0.05198333518730239;0.11598435908014577;0.21258440246489263;0.12842188720677417;0.21245461068871663;0.041333020185567594;0.04927827947629928;0.0870071117250365;0.014463296060533926;0.010105626035645068;0.006684817504453979;0.12887585380766073;0.1473368606569725;0.02789322864626984;0.12314992902734928;0.07603460272571548;0.17621133200836897;0.10024208387372671;0.04207920792079208;0.3237729888561125;0.19348192703040415;0.1491820588443691;0.04897794697795468;0.26736526177073183;0.08486047578173772;0.33759001608171085;0.13557087512634286;0.3049595397837758;0.22916647488383457;0.3682751826595355;0.21755948175693407;0.012017978556211905;0.34141297849450775;0.16002204502284104;0.27410357010246184;0.31434458356081824;0.0;0.10343634419836666;0.3072629439411813;0.021086472533442664;0.32446500525580263;0.0826246494785533;0.030684149496030683;0.24641312007511806;0.0;0.09702970297029703;0.9714426119136563;0.9821019765737685;0.9796480832162345
20;0.0001;0.28829386830329895;0.005460775922983885;1.250766634941101;3.6444897651672363;0.21926004698974175;0.4109862715820685;0.16084117414320953;0.1678901409352046;0.28408591177976045;0.5609537173595648;0.4788386170896023;0.4859520017291248;0.08865005935098437;0.10566051447769517;0.07409627150577838;0.5296728683796579;0.3285192696374708;0.34851485148514855;0.10820106157965108;0.12872362619296637;0.48827153167789755;0.2808993243028016;0.29034260425996505;0.32855513832849387;0.26946768146583877;0.46552734147131264;0.36676167616761685;0.5463751207072821;0.5204906825866856;0.049302352575232536;0.18370972184815076;0.002400555181568577;0.10520908748703996;0.05317734113659397;0.20694695115924006;0.103500858716848;0.0792079207920792;0.1283206947918846;0.22255417406773298;0.06250763984542743;0.06348211057005126;0.20686386899026984;0.152843169738868;0.21211545581921562;0.032814102400444765;0.03707265201279198;0.08571923084127363;0.01442777901595789;0.00901069202006511;0.0029041967491941186;0.12775458358670672;0.11374717659715756;0.029379066890962986;0.16050529686716375;0.0889636605326603;0.1090869802985142;0.10922831826201948;0.057198505564842204;0.34838265928626;0.1705410177281875;0.11247961302309874;0.05596331800064548;0.32294023909037417;0.06261521285033536;0.3480105513516549;0.14214322188181122;0.2714293653157704;0.27082387773047045;0.3803305026345179;0.17825864504804537;0.03624927310197413;0.3160018125538686;0.15368683245192516;0.20883636097551864;0.27508127521597825;0.0;0.11909994931966097;0.09700540488122923;0.013718248976337477;0.3159232701303431;0.07866413140370777;0.020810998297281957;0.2751882602391181;0.0;0.0891089108910891;0.9603674418749332;0.9770052336401622;0.9696866696985257
