epoch;lr;iou;obj;cls;total;map05;robot_ap05;turret_ap05;obstacle_ap05
0;1.59403819930598e-06;0.10649145394563675;0.012935211881995201;0.6837595701217651;1.74265456199646;0.0;0.0;0.0;0.0
1;2.55522722105956e-05;0.1366737186908722;0.007568017113953829;0.07715141028165817;1.291629433631897;0.0;0.0;0.0;0.0
2;0.00012943888113834767;0.09733191132545471;0.002767613623291254;0.0005627620266750455;0.8234999179840088;0.0;0.0;0.0;0.0
3;0.0004092180440870398;0.1122782975435257;0.0036513821687549353;0.0017253594705834985;0.9583738446235657;0.0;0.0;0.0;0.0
4;0.0009992539401611497;0.12525834143161774;0.0036179707385599613;0.020709510892629623;1.080663800239563;0.0;0.0;0.0;0.0
5;0.001;0.07335417717695236;0.0014640978770330548;0.24007055163383484;0.8503295183181763;0.0;0.0;0.0;0.0
6;0.001;0.06735275685787201;0.0013544707326218486;0.00034780919668264687;0.5608413815498352;0.0;0.0;0.0;0.0
7;0.001;0.06164633855223656;0.0012283121468499303;0.0008795139729045331;0.5137032270431519;0.0;0.0;0.0;0.0
8;0.001;0.0627768263220787;0.0023877392522990704;0.02376025915145874;0.5641787052154541;0.0;0.0;0.0;0.0
9;0.001;0.09533299505710602;0.0011850304435938597;0.00015057188284117728;0.7817749977111816;0.0;0.0;0.0;0.0
10;0.001;0.058718495070934296;0.0008326649549417198;0.0001239521079696715;0.4831945598125458;0.9776218995384249;0.9573222880030237;0.9889829652944145;0.9865604453178369
11;0.001;0.057206034660339355;0.0014383988454937935;0.0031207541469484568;0.48378339409828186;0.9776218995384249;0.9573222880030237;0.9889829652944145;0.9865604453178369
12;0.001;0.08168378472328186;0.0011728462995961308;0.0016465606167912483;0.6738824248313904;0.9776218995384249;0.9573222880030237;0.9889829652944145;0.9865604453178369
13;0.001;0.09325577318668365;0.0021700668148696423;0.001216562814079225;0.7819838523864746;0.9776218995384249;0.9573222880030237;0.9889829652944145;0.9865604453178369
14;0.001;0.0517733059823513;0.0012817669194191694;0.00013331904483493418;0.4348280131816864;0.9776218995384249;0.9573222880030237;0.9889829652944145;0.9865604453178369
15;0.001;0.04634115844964981;0.0008170137298293412;5.4349085985450074e-05;0.3838558495044708;0.9776218995384249;0.9573222880030237;0.9889829652944145;0.9865604453178369
16;0.001;0.0684485211968422;0.0014824880054220557;1.9849203454214148e-05;0.571327805519104;0.9776218995384249;0.9573222880030237;0.9889829652944145;0.9865604453178369
17;0.001;0.08022007346153259;0.0015318439109250903;5.977611635898938e-06;0.6662760376930237;0.9776218995384249;0.9573222880030237;0.9889829652944145;0.9865604453178369
18;0.001;0.0826648622751236;0.0009072310640476644;0.04006944224238396;0.7159040570259094;0.9776218995384249;0.9573222880030237;0.9889829652944145;0.9865604453178369
19;0.001;0.06148655712604523;0.0011290796101093292;0.3050318956375122;0.8149896264076233;0.9776218995384249;0.9573222880030237;0.9889829652944145;0.9865604453178369
20;0.001;0.05994080379605293;0.0008867311989888549;0.0006725942366756499;0.4943867325782776;0.8935978967882748;0.8691447670365064;0.9836827249891007;0.8279661983392175
21;0.001;0.09213578701019287;0.0012227246770635247;0.001122271060012281;0.7577722072601318;0.8935978967882748;0.8691447670365064;0.9836827249891007;0.8279661983392175
22;0.001;0.07309363037347794;0.000977428862825036;1.4577955880668014e-05;0.6004025340080261;0.8935978967882748;0.8691447670365064;0.9836827249891007;0.8279661983392175
23;0.001;0.08200400322675705;0.0011060892138630152;0.00039004356949590147;0.6741195321083069;0.8935978967882748;0.8691447670365064;0.9836827249891007;0.8279661983392175
24;0.001;0.06788229942321777;0.0026501186657696962;0.000134746398543939;0.5855950713157654;0.8935978967882748;0.8691447670365064;0.9836827249891007;0.8279661983392175
25;0.001;0.04849366471171379;0.0013994317268952727;0.004352795425802469;0.41469302773475647;0.8935978967882748;0.8691447670365064;0.9836827249891007;0.8279661983392175
26;0.001;0.0651521161198616;0.0007873939466662705;8.806878031464294e-05;0.5339033007621765;0.8935978967882748;0.8691447670365064;0.9836827249891007;0.8279661983392175
27;0.001;0.07287068665027618;0.0010820836760103703;0.00015097721188794822;0.6004298329353333;0.8935978967882748;0.8691447670365064;0.9836827249891007;0.8279661983392175
28;0.001;0.06716437637805939;0.0006943253101781011;8.083206921583042e-05;0.5485050678253174;0.8935978967882748;0.8691447670365064;0.9836827249891007;0.8279661983392175
29;0.001;0.06448306143283844;0.0009119834285229445;7.823701162124053e-05;0.5305345058441162;0.8935978967882748;0.8691447670365064;0.9836827249891007;0.8279661983392175
30;0.001;0.060893721878528595;0.0007489497074857354;0.0006743855192326009;0.49980735778808594;0.9805555310128645;0.9781328611152943;0.9867857428157885;0.976747989107511
31;0.001;0.05168658867478371;0.0009504649206064641;2.0806586690014228e-05;0.42872095108032227;0.9805555310128645;0.9781328611152943;0.9867857428157885;0.976747989107511
32;0.001;0.0669793114066124;0.0008876068168319762;0.00014519346586894244;0.5501813888549805;0.9805555310128645;0.9781328611152943;0.9867857428157885;0.976747989107511
33;0.001;0.07762166112661362;0.0007708295015618205;0.00012278252688702196;0.6334293484687805;0.9805555310128645;0.9781328611152943;0.9867857428157885;0.976747989107511
34;0.001;0.0731978565454483;0.001344649470411241;0.006392492912709713;0.6134897470474243;0.9805555310128645;0.9781328611152943;0.9867857428157885;0.976747989107511
35;0.001;0.06607236713171005;0.0015678198542445898;0.00028359534917399287;0.5539476275444031;0.9805555310128645;0.9781328611152943;0.9867857428157885;0.976747989107511
36;0.001;0.07937398552894592;0.0008573284721933305;0.002265382092446089;0.6509745121002197;0.9805555310128645;0.9781328611152943;0.9867857428157885;0.976747989107511
37;0.001;0.045999590307474136;0.0007879508193582296;7.723204180365428e-05;0.3806811571121216;0.9805555310128645;0.9781328611152943;0.9867857428157885;0.976747989107511
38;0.001;0.06700195372104645;0.0020588499028235674;0.00011022205580957234;0.5690674185752869;0.9805555310128645;0.9781328611152943;0.9867857428157885;0.976747989107511
39;0.001;0.0648772343993187;0.000630678201559931;2.2587635612580925e-05;0.529131293296814;0.9805555310128645;0.9781328611152943;0.9867857428157885;0.976747989107511
40;0.001;0.07881674915552139;0.0014566465979442;0.001081944559700787;0.6549223065376282;0.9782680470483894;0.9617609141835947;0.9893924956006938;0.9836507313608799
41;0.001;0.052282869815826416;0.0007718097185716033;5.0678427214734256e-05;0.4306625723838806;0.9782680470483894;0.9617609141835947;0.9893924956006938;0.9836507313608799
42;0.001;0.05501141399145126;0.0012301390524953604;2.912844138336368e-05;0.45980265736579895;0.9782680470483894;0.9617609141835947;0.9893924956006938;0.9836507313608799
43;0.001;0.0625598281621933;0.0010908126132562757;0.0004901898209936917;0.5184218287467957;0.9782680470483894;0.9617609141835947;0.9893924956006938;0.9836507313608799
44;0.001;0.05422060191631317;0.0010371471289545298;0.00020678328291978687;0.4505659341812134;0.9782680470483894;0.9617609141835947;0.9893924956006938;0.9836507313608799
45;0.001;0.08112473785877228;0.000878144521266222;0.002181682037189603;0.6652299165725708;0.9782680470483894;0.9617609141835947;0.9893924956006938;0.9836507313608799
46;0.001;0.05189177766442299;0.00108515250030905;0.0003563587670214474;0.43285301327705383;0.9782680470483894;0.9617609141835947;0.9893924956006938;0.9836507313608799
47;0.001;0.0692574679851532;0.0016352256061509252;2.318881161045283e-05;0.5802465677261353;0.9782680470483894;0.9617609141835947;0.9893924956006938;0.9836507313608799
48;0.001;0.06034475192427635;0.00130073179025203;0.000955206633079797;0.5045249462127686;0.9782680470483894;0.9617609141835947;0.9893924956006938;0.9836507313608799
49;0.001;0.05865204334259033;0.0008038602536544204;0.00012183205399196595;0.48219993710517883;0.9782680470483894;0.9617609141835947;0.9893924956006938;0.9836507313608799
50;0.0001;0.049664344638586044;0.002798984060063958;0.0006170839769765735;0.442715585231781;0.9898911399334229;0.9857257756977585;0.9898585483665252;0.9940890957359851
